meta_timestamp,meta_process_name,meta_pid,meta_process_path,proc_integrity,proc_elevated,proc_enabled_privilege_count,proc_module_count,proc_region_count,mod_non_file_backed_count,mem_exec_private_count,mem_mz_in_private_count,mem_high_entropy_exec_count,mem_max_exec_entropy,mem_avg_exec_entropy,alloc_total_private_committed,alloc_exec_count,alloc_mz_or_pe_count,prot_total_changes,prot_gained_exec_count,prot_lost_write_count,write_changed_region_count,write_confirmed_writer_count,nt_direct_import_count,nt_high_value_import_count,nt_syscall_stub_count,nt_hook_count,thread_total,thread_in_private_exec,rthread_new_count,rthread_from_external,mmap_anomalous_count,mmap_no_file_backing,mmap_not_in_win32,mmap_not_in_ldr,handle_external_total,handle_dangerous_count,handle_has_vm_write,handle_has_create_thread,handle_has_all_access,api_virtual_alloc_count,api_virtual_protect_count,api_protect_exec_count,api_write_memory_count,api_create_thread_count,api_total_events,perf_cpu_percent,perf_working_set_mb,perf_private_bytes_mb,perf_handle_count,perf_thread_count,perf_io_read_mb,perf_io_write_mb,sample_total_captured,sample_mz_header_count,sample_syscall_stub_count,sample_shellcode_hint_count
2026-04-29T19:43:08,taskhostw.exe,8260,C:\Windows\System32\taskhostw.exe,2,0,1,53,922,0,0,0,0,-1,-1,62,0,0,0,0,0,1,1,286,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,21.33,9.71,412,7,1.8873,39.082,1,0,0,0
2026-04-29T19:43:15,AcPowerNotification.exe,8380,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\AcPowerNotification\AcPowerNotification.exe,3,1,5,126,1619,0,18,0,0,6.6278,3.0022,220,18,0,0,0,0,1,0,989,8,1,0,19,0,0,0,133,0,12,133,0,0,0,0,0,4,0,0,4,2,10,0.0,14.97,45.48,582,19,0.8647,0.0015,152,133,0,0
2026-04-29T19:43:21,CCleaner.exe,8416,C:\Program Files\Piriform\CCleaner 7\CCleaner.exe,3,1,4,55,700,0,0,0,0,-1,-1,83,0,0,0,0,0,1,1,369,1,0,0,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,4,0.0,5.11,5.37,406,11,0.6718,0.6038,1,0,0,0
2026-04-29T19:43:28,ctfmon.exe,8536,C:\Windows\System32\ctfmon.exe,3,0,1,53,567,0,0,0,0,-1,-1,42,0,0,0,0,0,1,1,266,1,0,0,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,4,0.0,23.09,5.64,776,11,0.0,0.0,1,0,0,0
2026-04-29T19:43:34,NoiseCancelingEngine.exe,8696,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\MBLedSDK\NoiseCancelingEngine.exe,3,1,5,93,960,0,69,0,0,6.035,3.2713,220,69,0,0,0,0,1,0,413,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,22.11,55.18,349,5,0.6207,0.0043,21,0,0,0
2026-04-29T19:43:41,asus_framework.exe,8848,C:\Program Files (x86)\ASUS\ArmouryDevice\asus_framework.exe,3,1,3,97,1729,0,5,0,0,6.4467,5.5485,400,5,0,0,0,0,1,0,957,9,1,0,35,0,0,0,92,0,0,92,1,0,0,0,0,0,0,0,4,0,4,0.0,24.97,79.68,890,35,4.0385,0.8023,98,92,0,0
2026-04-29T19:43:48,explorer.exe,8916,C:\Windows\explorer.exe,2,0,1,338,6549,0,9,0,0,2.5912,2.1996,1828,9,0,0,0,0,1,0,1110,3,0,0,139,0,0,0,11,0,11,11,2,0,0,0,0,0,0,0,4,0,4,0.0,216.07,232.54,4792,139,2839.7844,2628.4299,21,11,0,0
2026-04-29T19:43:55,SearchIndexer.exe,8968,C:\Windows\System32\SearchIndexer.exe,4,1,3,67,1682,0,0,0,0,-1,-1,166,0,0,0,0,0,1,1,361,1,0,0,15,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,4,0,4,0.0,48.54,40.03,804,15,36.5261,17.3582,2,1,0,0
2026-04-29T19:44:01,BraveCrashHandler.exe,8464,C:\Program Files (x86)\BraveSoftware\Update\1.3.361.151\BraveCrashHandler.exe,4,1,16,36,305,0,0,0,0,-1,-1,26,0,0,0,0,0,1,0,702,7,0,0,3,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,4,0,4,0.0,1.89,1.59,175,3,0.0032,0.0017,32,31,0,0
2026-04-29T19:44:08,BraveCrashHandler64.exe,9492,C:\Program Files (x86)\BraveSoftware\Update\1.3.361.151\BraveCrashHandler64.exe,4,1,16,32,284,0,0,0,0,-1,-1,16,0,0,0,0,0,1,0,236,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,2.02,1.66,159,3,0.0005,0.0005,1,0,0,0
2026-04-29T19:44:14,svchost.exe,5640,C:\Windows\System32\svchost.exe,4,0,2,40,474,0,0,0,0,-1,-1,56,0,0,0,0,0,1,0,252,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,8.92,2.89,304,11,0.0,0.0,1,0,0,0
2026-04-29T19:44:21,StartMenuExperienceHost.exe,10140,C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe,1,0,1,144,2215,0,0,0,0,-1,-1,432,0,0,0,0,0,1,0,564,1,0,0,8,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,4,0,4,0.0,95.68,37.45,721,8,3.315,0.1164,7,6,0,0
2026-04-29T19:44:27,RuntimeBroker.exe,10420,C:\Windows\System32\RuntimeBroker.exe,2,0,1,112,1171,0,0,0,0,-1,-1,69,0,0,0,0,0,1,1,526,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,39.77,8.86,461,5,0.1839,0.0,1,0,0,0
2026-04-29T19:44:38,SearchApp.exe,10668,C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe,1,0,1,182,7449,0,37,0,0,6.263,5.3671,2900,37,0,0,0,0,1,0,698,2,5,0,80,0,0,0,15,0,15,15,2,0,0,0,0,0,0,0,4,0,4,0.0,121.41,206.95,1770,80,56.9712,5.9538,36,15,0,0
2026-04-29T19:44:45,RuntimeBroker.exe,10928,C:\Windows\System32\RuntimeBroker.exe,2,0,1,110,1168,0,0,0,0,-1,-1,85,0,0,0,0,0,1,0,531,2,0,0,3,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,4,0,4,0.0,39.61,13.32,536,3,0.8281,0.0006,2,1,0,0
2026-04-29T19:44:53,ShellExperienceHost.exe,10404,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe,1,0,1,124,1549,0,0,0,0,-1,-1,208,0,0,0,0,0,1,0,547,1,0,0,25,0,0,0,7,0,7,7,1,0,0,0,0,0,0,0,4,0,4,0.0,63.25,58.63,829,25,0.1744,0.0,8,7,0,0
2026-04-29T19:45:00,ArmouryCrate.exe,11420,C:\Program Files\WindowsApps\B9ECED6F.ArmouryCrate_6.4.12.0_x64__qmba6cd70vzyy\ArmouryCrate.exe,1,0,1,148,1874,0,1,0,0,3.0838,3.0838,289,1,0,0,0,0,1,0,618,2,0,0,23,0,0,0,9,0,9,9,2,0,0,0,0,0,0,0,4,0,4,0.0,161.38,119.1,1053,24,0.1206,0.048,11,9,0,0
2026-04-29T19:45:07,iCUE.exe,12040,E:\Program Files\Icue\Corsair iCUE5 Software\Corsair iCUE5 Software\iCUE.exe,2,0,1,498,5702,0,77,0,0,5.4432,4.9668,649,77,0,0,0,0,2,0,680,2,1,0,75,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,5,0,5,0.195,285.63,408.54,1239,75,713.3815,2367.4996,23,1,0,0
2026-04-29T19:45:14,MSI.TerminalServer.exe,12164,C:\Program Files (x86)\MSI\MSI Center\MSI.TerminalServer.exe,3,1,4,86,1078,0,16,0,0,6.5438,3.2556,123,16,0,0,0,0,1,0,858,8,3,0,8,0,0,0,85,0,4,85,1,1,1,0,0,0,0,0,4,0,4,0.39,13.29,29.08,392,8,0.2557,0.0004,102,85,0,0
2026-04-29T19:45:21,lghub_system_tray.exe,12180,C:\Program Files\LGHUB\system_tray\lghub_system_tray.exe,2,0,1,125,1242,0,1,0,0,1.4554,1.4554,159,1,0,0,0,0,1,0,574,2,0,0,43,0,0,0,2,0,2,2,1,1,1,0,0,0,0,0,4,0,4,0.195,58.24,78.47,895,43,35.011,0.0003,4,2,0,0
2026-04-29T19:45:28,asus_framework.exe,2020,C:\Program Files (x86)\ASUS\ArmouryDevice\asus_framework.exe,1,0,1,59,929,0,1,0,0,0.9211,0.9211,167,1,0,0,0,0,1,1,814,8,0,0,19,0,0,0,54,0,0,54,1,0,0,0,0,0,0,0,4,0,4,0.0,3.75,20.88,302,19,0.0311,0.0794,56,54,0,0
2026-04-29T19:45:35,LEDKeeper2.exe,3324,C:\Program Files (x86)\MSI\MSI Center\Mystic Light\LEDKeeper2.exe,3,1,6,157,2198,0,29,0,0,6.6766,4.1846,349,29,0,0,0,0,1,0,1059,8,5,0,26,0,0,0,168,0,16,168,0,0,0,0,0,0,0,0,4,0,4,0.0,20.62,64.5,941,26,5.807,0.0109,189,168,0,0
2026-04-29T19:45:42,asus_framework.exe,6260,C:\Program Files (x86)\ASUS\ArmouryDevice\asus_framework.exe,3,1,3,92,1901,0,2,0,0,5.585,5.5478,623,2,0,0,0,0,1,1,929,8,0,0,144,0,0,0,87,0,0,87,2,2,1,1,1,0,0,0,4,0,4,0.0,6.87,1072.59,545,144,0.9776,0.005,90,87,0,1
2026-04-29T19:45:49,lghub_agent.exe,3004,C:\Program Files\LGHUB\lghub_agent.exe,2,0,1,123,2048,0,0,0,0,-1,-1,871,0,0,0,0,0,1,0,630,2,0,0,111,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0,4,0.0,86.0,130.64,987,111,269.0281,12.0418,2,1,0,0
2026-04-29T19:45:55,asus_framework.exe,11520,C:\Program Files (x86)\ASUS\ArmouryDevice\asus_framework.exe,3,1,3,50,785,0,0,0,0,-1,-1,123,0,0,0,0,0,1,1,774,9,0,0,10,0,0,0,45,0,0,45,1,1,1,1,1,0,0,0,4,0,4,0.0,4.41,17.95,262,10,0.1162,0.0357,46,45,0,0
2026-04-29T19:46:02,iCloudHome.exe,12692,C:\Program Files\WindowsApps\AppleInc.iCloud_15.7.56.0_x64__nzyj5cx40ttqa\iCloud\iCloudHome.exe,2,0,1,216,2586,0,0,0,0,-1,-1,457,0,0,0,0,0,4,4,793,2,0,0,56,0,0,0,7,0,7,7,2,0,0,0,0,0,0,0,7,0,7,0.195,109.36,105.81,1683,56,3.6146,0.0095,11,7,0,0
2026-04-29T19:46:09,iCloudCKKS.exe,13612,C:\Program Files\WindowsApps\AppleInc.iCloud_15.7.56.0_x64__nzyj5cx40ttqa\iCloud\iCloudCKKS.exe,2,0,1,95,985,0,0,0,0,-1,-1,146,0,0,0,0,0,1,1,403,2,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0.0,27.91,12.31,718,26,0.3844,0.0655,1,0,0,0
2026-04-29T19:46:16,secd.exe,13712,C:\Program Files\WindowsApps\AppleInc.iCloud_15.7.56.0_x64__nzyj5cx40ttqa\iCloud\secd.exe,2,0,1,55,506,0,0,0,0,-1,-1,38,0,0,0,0,0,1,1,318,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0.0,14.28,3.85,197,3,2.4127,0.4951,1,0,0,0
2026-04-29T19:46:23,APSDaemon.exe,13856,C:\Program Files\WindowsApps\AppleInc.iCloud_15.7.56.0_x64__nzyj5cx40ttqa\iCloud\APSDaemon.exe,2,0,1,79,799,0,0,0,0,-1,-1,105,0,0,0,0,0,1,1,382,2,0,0,8,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,0,4,0.0,17.62,4.9,379,8,0.04,0.0006,1,0,0,0
2026-04-29T19:46:30,ApplePhotoStreams.exe,13864,C:\Program Files\WindowsApps\AppleInc.iCloud_15.7.56.0_x64__nzyj5cx40ttqa\iCloud\ApplePhotoStreams.exe,2,0,1,117,1016,0,0,0,0,-1,-1,48,0,0,0,0,0,1,1,455,1,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,4,0.0,32.46,8.14,354,6,0.825,0.0978,1,0,0,0
2026-04-29T19:46:36,svchost.exe,14184,C:\Windows\System32\svchost.exe,2,0,1,75,727,0,0,0,0,-1,-1,42,0,0,0,0,0,1,0,372,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.195,25.12,4.09,330,4,0.0,0.0,1,0,0,0
2026-04-29T19:46:43,TextInputHost.exe,14196,C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe,2,0,1,103,1230,0,0,0,0,-1,-1,139,0,0,0,0,0,1,0,482,1,0,0,16,0,0,0,2,0,2,2,1,0,0,0,0,0,0,0,4,0,4,0.0,50.43,52.94,654,16,0.0343,0.0,3,2,0,0
2026-04-29T19:46:50,iCloudDrive.exe,13148,C:\Program Files\WindowsApps\AppleInc.iCloud_15.7.56.0_x64__nzyj5cx40ttqa\iCloud\iCloudDrive.exe,2,0,1,143,2169,0,0,0,0,-1,-1,547,0,0,0,0,0,1,1,576,2,0,0,36,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,4,0,4,0.0,60.89,56.13,1508,36,58733.5536,376.1782,2,1,0,0
2026-04-29T19:46:56,dllhost.exe,14316,C:\Windows\System32\dllhost.exe,2,0,1,33,606,0,0,0,0,-1,-1,63,0,0,0,0,0,1,0,204,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,15.01,6.16,476,5,30.8828,8.6797,1,0,0,0
2026-04-29T19:47:03,crashpad_handler.exe,14708,E:\Program Files\Icue\Corsair iCUE5 Software\Corsair iCUE5 Software\crashpad_handler.exe,2,0,1,29,274,0,0,0,0,-1,-1,20,0,0,0,0,0,1,0,179,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0.0,5.9,1.45,109,4,0.0,0.0,1,0,0,0
2026-04-29T19:47:09,unsecapp.exe,15344,C:\Windows\System32\wbem\unsecapp.exe,2,0,1,53,543,0,0,0,0,-1,-1,40,0,0,0,0,0,1,0,296,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,13.37,3.2,253,5,0.6578,0.0018,1,0,0,0
2026-04-29T19:47:16,CC_Engine_x64.exe,14772,C:\Program Files (x86)\MSI\MSI Center\Engine\CC_Engine_x64.exe,4,1,18,74,647,0,0,0,0,-1,-1,50,0,0,0,0,0,1,0,346,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,16.57,4.67,310,6,0.628,0.0068,1,0,0,0
2026-04-29T19:47:23,conhost.exe,14552,C:\Windows\System32\conhost.exe,4,1,18,18,252,0,0,0,0,-1,-1,41,0,0,0,0,0,1,0,153,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,5.27,6.11,108,2,0.0,0.0,1,0,0,0
2026-04-29T19:47:30,ArmourySwAgent.exe,14120,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\SwAgent\ArmourySwAgent.exe,3,1,4,58,683,0,14,0,0,6.4218,3.1765,90,14,0,0,0,0,1,1,786,8,1,0,5,0,0,0,56,0,3,56,0,0,0,0,0,0,0,0,4,0,4,0.0,3.82,14.1,283,5,0.1222,0.0,71,56,0,0
2026-04-29T19:47:36,RuntimeBroker.exe,14924,C:\Windows\System32\RuntimeBroker.exe,2,0,1,38,421,0,0,0,0,-1,-1,25,0,0,0,0,0,1,0,194,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,4,0.0,10.09,2.26,167,1,0.0,0.0,1,0,0,0
2026-04-29T19:47:43,asus_framework.exe,3776,C:\Program Files (x86)\ASUS\ArmouryDevice\asus_framework.exe,3,1,3,78,1815,0,3,0,0,5.5821,5.5332,627,3,0,0,0,0,1,0,879,8,0,0,144,0,0,0,73,0,0,73,5,4,1,1,1,0,0,0,4,0,4,0.0,6.73,1069.44,478,144,146.1341,0.0062,77,73,0,1
2026-04-29T19:47:50,ChatGPT.exe,16284,C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2026.43.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe,2,0,1,132,2703,0,8,0,0,5.4965,2.1214,725,8,0,0,0,0,1,1,664,3,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,14,0.0,147.12,151.25,1618,54,112.5428,115.9043,9,0,0,2
2026-04-29T19:47:57,MSI.True Color.exe,16716,C:\Program Files (x86)\MSI\MSI Center\True Color\New\MSI.True Color.exe,3,1,5,81,989,0,17,0,0,6.6622,2.5929,103,17,0,0,0,0,1,0,786,7,1,0,8,0,0,0,80,0,4,80,0,0,0,0,0,0,0,0,4,0,4,0.0,8.93,31.42,362,8,0.353,0.0016,98,80,0,0
2026-04-29T19:48:04,ChatGPT.exe,16984,C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2026.43.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe,2,0,1,40,521,0,0,0,0,-1,-1,65,0,0,0,0,0,1,0,290,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,28.9,10.48,199,7,0.005,0.0001,1,0,0,0
2026-04-29T19:48:10,Aac3572MbHal_x86.exe,17084,C:\Program Files\ASUS\AacMB\Aac3572MbHal_x86.exe,3,1,3,38,324,0,0,0,0,-1,-1,27,0,0,0,0,0,1,0,695,7,0,0,2,0,0,0,33,0,0,33,1,1,1,0,0,0,0,0,4,0,4,0.0,9.01,1.98,184,2,0.0014,0.0011,34,33,0,0
2026-04-29T19:48:17,ChatGPT.exe,17240,C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2026.43.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe,1,0,1,82,2305,0,1,0,0,0.5816,0.5816,728,1,0,0,0,0,1,1,456,2,18,0,37,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,0,4,0.0,97.61,163.73,705,37,125.3421,5.9685,2,0,0,0
2026-04-29T19:48:24,ChatGPT.exe,17248,C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2026.43.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe,2,0,1,51,1190,0,0,0,0,-1,-1,323,0,0,0,0,0,1,1,333,3,0,0,19,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,11,0,12,0.0,54.81,19.01,382,19,21.6913,69.0205,1,0,0,0
2026-04-29T19:48:31,PowerModeWatcher.exe,5348,C:\Program Files (x86)\MSI\MSI Center\AI Engine\PowerModeWatcher.exe,3,1,3,20,192,0,0,0,0,-1,-1,11,0,0,0,0,0,1,0,144,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,4,0,4,0.0,2.11,0.98,71,1,0.0,0.0,1,0,0,0
2026-04-29T19:48:37,conhost.exe,5412,C:\Windows\System32\conhost.exe,3,1,3,34,402,0,0,0,0,-1,-1,47,0,0,0,0,0,1,0,253,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0.0,2.19,6.85,186,3,0.0001,0.0,1,0,0,0
2026-04-29T19:48:44,asus_framework.exe,15152,C:\Program Files (x86)\ASUS\ArmouryDevice\asus_framework.exe,3,1,3,74,1747,0,2,0,0,5.5796,5.5334,618,2,0,0,0,0,1,1,879,8,0,0,144,0,0,0,69,0,0,69,2,2,1,1,1,0,0,0,5,0,5,0.0,7.47,1067.3,450,144,0.9691,0.0046,72,69,0,1
2026-04-29T19:48:51,iCUEUpdateService.exe,18428,E:\Program Files\Icue\Corsair iCUE5 Software\Corsair iCUE5 Software\iCUEUpdateService.exe,4,1,16,55,469,0,1,0,0,0.8092,0.8092,24,1,0,0,0,0,1,0,326,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,13.68,2.91,233,5,0.163,0.2557,2,0,0,0
2026-04-29T19:48:57,crashpad_handler.exe,16704,E:\Program Files\Icue\Corsair iCUE5 Software\Corsair iCUE5 Software\crashpad_handler.exe,4,1,16,24,233,0,0,0,0,-1,-1,18,0,0,0,0,0,1,0,135,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,4.77,1.24,79,4,0.0,0.0,1,0,0,0
2026-04-29T19:49:04,CorsairDeviceControlService.exe,6064,C:\Program Files\Corsair\Corsair Device Control Service\bin\CorsairDeviceControlService.exe,4,1,16,41,377,0,1,0,0,0.7626,0.7626,31,1,0,0,0,0,2,0,283,1,0,0,6,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,0,4,0.195,11.14,2.55,204,6,977.7375,20.4687,3,0,0,0
2026-04-29T19:49:11,crashpad_handler.exe,15156,C:\Program Files\Corsair\Corsair Device Control Service\bin\crashpad_handler.exe,4,1,16,24,234,0,0,0,0,-1,-1,18,0,0,0,0,0,1,0,135,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,4.77,1.23,79,4,0.0,0.0,1,0,0,0
2026-04-29T19:49:17,iCUEDevicePluginHost.exe,18976,E:\Program Files\Icue\Corsair iCUE5 Software\Corsair iCUE5 Software\iCUEDevicePluginHost.exe,4,1,16,59,509,0,1,0,0,0.029,0.029,26,1,0,0,0,0,1,0,359,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,13.02,3.84,226,5,0.0014,0.0006,2,0,0,0
2026-04-29T19:49:24,QmlRenderer.exe,18664,E:\Program Files\Icue\Corsair iCUE5 Software\Corsair iCUE5 Software\QmlRenderer.exe,2,0,1,203,2269,0,3,0,0,4.9528,2.0867,295,3,0,0,0,0,15,15,576,1,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0.586,167.2,329.01,745,39,14902.3785,51.9082,18,0,0,0
2026-04-29T19:49:31,conhost.exe,18712,C:\Windows\System32\conhost.exe,2,0,1,20,266,0,0,0,0,-1,-1,40,0,0,0,0,0,1,0,159,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,5.43,6.18,111,2,0.0,0.0,1,0,0,0
2026-04-29T19:49:37,iCUEDevicePluginHost.exe,16644,E:\Program Files\Icue\Corsair iCUE5 Software\Corsair iCUE5 Software\iCUEDevicePluginHost.exe,4,1,16,63,540,0,1,0,0,0.029,0.029,25,1,0,0,0,0,1,0,342,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,12.87,3.72,192,2,0.0002,0.0017,2,0,0,0
2026-04-29T19:49:44,conhost.exe,18952,C:\Windows\System32\conhost.exe,4,1,16,18,249,0,0,0,0,-1,-1,39,0,0,0,0,0,1,0,153,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,5.16,6.11,108,2,0.0,0.0,1,0,0,0
2026-04-29T19:49:51,taskhostw.exe,16132,C:\Windows\System32\taskhostw.exe,2,0,1,161,2567,0,0,0,0,-1,-1,750,0,0,0,0,0,1,0,649,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,53.38,44.92,834,6,1.2985,0.0002,1,0,0,0
2026-04-29T19:49:57,RuntimeBroker.exe,16792,C:\Windows\System32\RuntimeBroker.exe,2,0,1,67,731,0,0,0,0,-1,-1,52,0,0,0,0,0,1,0,383,1,0,0,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,0,4,0.0,25.09,5.79,320,3,0.1705,0.0,1,0,0,0
2026-04-29T19:50:04,UserOOBEBroker.exe,2276,C:\Windows\System32\oobe\UserOOBEBroker.exe,2,0,1,42,413,0,0,0,0,-1,-1,13,0,0,0,0,0,1,0,188,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0.0,9.88,2.13,145,1,0.0,0.0,1,0,0,0
2026-04-29T19:50:11,dllhost.exe,12824,C:\Windows\System32\dllhost.exe,2,0,1,32,377,0,0,0,0,-1,-1,23,0,0,0,0,0,1,0,162,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,4,0.0,10.46,2.49,152,2,0.0071,0.0,1,0,0,0
2026-04-29T19:50:17,RuntimeBroker.exe,16524,C:\Windows\System32\RuntimeBroker.exe,2,0,1,62,748,0,0,0,0,-1,-1,53,0,0,0,0,0,1,0,368,2,0,0,2,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,4,0,4,0.0,28.08,8.39,310,2,0.8198,0.0002,2,1,0,0
2026-04-29T19:50:25,ChatGPT.exe,16148,C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2026.43.0_x64__2p2nqsd0c76g0\app\ChatGPT.exe,1,0,0,41,2835,0,5,0,0,5.7013,1.3185,1146,5,0,0,0,0,4,4,275,2,143,0,20,0,0,0,0,0,0,0,3,3,1,1,1,2,0,0,18,0,20,0.0,220.45,289.47,503,20,56.2941,151.0702,9,0,0,0
2026-04-29T19:50:32,CompPkgSrv.exe,6056,C:\Windows\System32\CompPkgSrv.exe,1,0,1,22,257,0,0,0,0,-1,-1,20,0,0,0,0,0,1,0,137,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,8.96,1.66,144,1,0.0,0.0,1,0,0,0
2026-04-29T19:50:38,cowork-svc.exe,10452,C:\Program Files\WindowsApps\Claude_1.5354.0.0_x64__pzs8sxrjxfjjc\app\resources\cowork-svc.exe,4,1,16,56,726,0,0,0,0,-1,-1,163,0,0,0,0,0,1,0,409,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,26.66,28.27,382,18,207.0326,1.4402,1,0,0,0
2026-04-29T19:50:45,claude.exe,2956,C:\Program Files\WindowsApps\Claude_1.5354.0.0_x64__pzs8sxrjxfjjc\app\claude.exe,2,0,1,143,3563,0,4,0,0,5.6904,2.7427,1056,4,0,0,0,0,4,4,741,4,63,0,60,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,0,14,0.195,235.55,274.39,1746,60,19404.7605,43738.0527,8,0,0,1
2026-04-29T19:50:52,claude.exe,5980,C:\Program Files\WindowsApps\Claude_1.5354.0.0_x64__pzs8sxrjxfjjc\app\claude.exe,2,0,1,31,457,0,0,0,0,-1,-1,65,0,0,0,0,0,1,0,244,2,0,0,7,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,4,0,4,0.0,30.99,11.1,209,7,0.0004,0.0001,1,0,0,0
2026-04-29T19:50:59,claude.exe,18988,C:\Program Files\WindowsApps\Claude_1.5354.0.0_x64__pzs8sxrjxfjjc\app\claude.exe,1,0,1,66,2603,0,1,0,0,0.553,0.553,906,1,0,0,0,0,4,4,408,2,18,0,36,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,0,4,0.0,116.22,177.75,586,36,1675.0917,34.1844,5,0,0,0
2026-04-29T19:51:06,claude.exe,10904,C:\Program Files\WindowsApps\Claude_1.5354.0.0_x64__pzs8sxrjxfjjc\app\claude.exe,2,0,1,44,954,0,0,0,0,-1,-1,229,0,0,0,0,0,3,3,300,3,0,0,19,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,4,0,4,0.0,59.21,16.95,366,19,41.6349,172.455,3,0,0,0
